"";"Focal";"Date";"Age.new";"Age.scale";"percentage.duration.groomed";"mean.party.size.scale";"Age.mother.round.scale";"rank.scale";"months.pregnant.scale";"Duration.static";"duration.groomed";"Group";"Sex";"family.member";"Group.centered";"Sex.centered";"family.member.centered"
"55";"SF3";"2022-08-31";12;-1,57744047507589;0;-0,773107261905582;0,792001011923602;1,02205226527687;-0,29358380298172;7775;0;"SUD";"F";"Yes";0,569642857142857;-0,6125;0,605357142857143
"56";"SF3";"2023-01-09";17;-1,40173003507858;0;1,30334389716936;0,792001011923602;1,02205226527687;-0,29358380298172;3546;0;"SUD";"F";"Yes";0,569642857142857;-0,6125;0,605357142857143
"57";"SF3";"2023-01-11";17;-1,40173003507858;3,76366403763664;0,26511831763189;0,792001011923602;1,02205226527687;-0,29358380298172;7227;272;"SUD";"F";"Yes";0,569642857142857;-0,6125;0,605357142857143
"58";"SF3";"2023-01-17";17;-1,40173003507858;3,44161222048403;1,47638149375894;0,792001011923602;1,02205226527687;-0,29358380298172;10867;374;"SUD";"F";"Yes";0,569642857142857;-0,6125;0,605357142857143
"59";"SF3";"2023-01-28";17;-1,40173003507858;9,66270018788584;0,0920807210423114;0,792001011923602;1,02205226527687;-0,29358380298172;11177;1080;"SUD";"F";"Yes";0,569642857142857;-0,6125;0,605357142857143
"60";"SF3";"2023-02-24";18;-1,36658794707912;0;1,13030630057978;0,792001011923602;1,02205226527687;-0,29358380298172;6;0;"SUD";"F";"Yes";0,569642857142857;-0,6125;0,605357142857143
"61";"SF3";"2023-02-28";18;-1,36658794707912;0;-0,253994472136846;0,792001011923602;1,02205226527687;-0,29358380298172;7010;0;"SUD";"F";"Yes";0,569642857142857;-0,6125;0,605357142857143
"62";"SF3";"2023-03-04";19;-1,33144585907965;0;1,30334389716936;0,792001011923602;1,02205226527687;-0,29358380298172;6295;0;"SUD";"F";"Yes";0,569642857142857;-0,6125;0,605357142857143
"63";"SF3";"2023-03-10";19;-1,33144585907965;12,8901127720955;-0,773107261905582;0,792001011923602;1,02205226527687;-0,29358380298172;7626;983;"SUD";"F";"Yes";0,569642857142857;-0,6125;0,605357142857143
"64";"SM4";"2022-03-08";8;-1,71800882707375;9,29679420889348;-1,11918245508474;-0,56019583770206;-1,55275099284713;-0,29358380298172;9670;899;"SUD";"M";"Yes";0,569642857142857;0,3875;0,605357142857143
"65";"SM4";"2022-03-28";8;-1,71800882707375;8,83045525902669;-0,0809568755472673;-0,56019583770206;-1,55275099284713;-0,29358380298172;5096;450;"SUD";"M";"Yes";0,569642857142857;0,3875;0,605357142857143
"66";"SM4";"2022-04-06";9;-1,68286673907428;2,68375726016423;0,611193510811048;-0,56019583770206;-0,969776670253015;-0,29358380298172;9986;268;"SUD";"M";"Yes";0,569642857142857;0,3875;0,605357142857143
"67";"SM4";"2022-05-31";10;-1,64772465107482;5,89534113490837;1,30334389716936;-0,56019583770206;-1,55275099284713;-0,29358380298172;4529;267;"SUD";"M";"Yes";0,569642857142857;0,3875;0,605357142857143
"68";"SM4";"2022-06-08";11;-1,61258256307536;1,287284144427;-0,427032068726425;-0,56019583770206;-1,55275099284713;-0,29358380298172;3185;41;"SUD";"M";"Yes";0,569642857142857;0,3875;0,605357142857143
"69";"SM4";"2022-06-23";11;-1,61258256307536;0;0,0920807210423114;-0,56019583770206;-1,55275099284713;-0,29358380298172;50;0;"SUD";"M";"Yes";0,569642857142857;0,3875;0,605357142857143
"70";"SM4";"2022-06-24";11;-1,61258256307536;0;-0,773107261905582;-0,56019583770206;-1,55275099284713;-0,29358380298172;3699;0;"SUD";"M";"Yes";0,569642857142857;0,3875;0,605357142857143
"71";"SM4";"2022-08-11";13;-1,54229838707643;14,8080102884439;-0,253994472136846;-0,424976152739494;-1,55275099284713;-0,29358380298172;10886;1612;"SUD";"M";"Yes";0,569642857142857;0,3875;0,605357142857143
"72";"SM4";"2022-08-21";13;-1,54229838707643;0;-0,600069665316003;-0,424976152739494;-1,55275099284713;-0,29358380298172;2333;0;"SUD";"M";"Yes";0,569642857142857;0,3875;0,605357142857143
"73";"SM4";"2022-08-25";13;-1,54229838707643;18,3636363636364;-0,0809568755472673;-0,424976152739494;-1,50416979929762;-0,29358380298172;2750;505;"SUD";"M";"Yes";0,569642857142857;0,3875;0,605357142857143
"74";"SM4";"2022-08-26";13;-1,54229838707643;6,85490729715938;-0,946144858495161;-0,424976152739494;-1,50416979929762;-0,29358380298172;5879;403;"SUD";"M";"Yes";0,569642857142857;0,3875;0,605357142857143
"75";"SM4";"2022-09-04";14;-1,50715629907697;0,905743007863044;0,26511831763189;-0,424976152739494;-1,50416979929762;-0,29358380298172;10047;91;"SUD";"M";"Yes";0,569642857142857;0,3875;0,605357142857143
"76";"SM4";"2022-09-12";14;-1,50715629907697;1,14659237033862;1,47638149375894;-0,424976152739494;-1,50416979929762;-0,29358380298172;18664;214;"SUD";"M";"Yes";0,569642857142857;0,3875;0,605357142857143
"77";"SM4";"2023-01-23";18;-1,36658794707912;9,74813432835821;0,784231107400626;-0,424976152739494;-1,50416979929762;-0,29358380298172;4288;418;"SUD";"M";"Yes";0,569642857142857;0,3875;0,605357142857143
"78";"SM4";"2023-01-24";18;-1,36658794707912;0;-0,0809568755472673;-0,424976152739494;-1,50416979929762;-0,29358380298172;1666;0;"SUD";"M";"Yes";0,569642857142857;0,3875;0,605357142857143
"79";"SM4";"2023-02-14";19;-1,33144585907965;0,876261285183218;3,37979505624431;-0,424976152739494;-1,50416979929762;-0,29358380298172;3766;33;"SUD";"M";"Yes";0,569642857142857;0,3875;0,605357142857143
"80";"SM4";"2023-02-24";19;-1,33144585907965;12,7632927245816;0,26511831763189;-0,424976152739494;-1,50416979929762;-0,29358380298172;8783;1121;"SUD";"M";"Yes";0,569642857142857;0,3875;0,605357142857143
"81";"EM5";"2022-02-10";34;-0,804314539087709;0;-0,0809568755472673;1,33287975177387;0,570941182317137;-0,29358380298172;4663;0;"EST";"M";"No";-1,43035714285714;0,3875;-0,394642857142857
"82";"EM5";"2022-03-01";35;-0,769172451088246;4,45881126173097;-1,11918245508474;1,33287975177387;0,232607870097341;-0,29358380298172;23975;1069;"EST";"M";"No";-1,43035714285714;0,3875;-0,394642857142857
"83";"EM5";"2022-03-21";35;-0,769172451088246;10,1012066952121;0,784231107400626;1,33287975177387;0,232607870097341;-0,29358380298172;10276;1038;"EST";"M";"No";-1,43035714285714;0,3875;-0,394642857142857
"84";"EM5";"2022-03-29";35;-0,769172451088246;1,25519150899862;1,64941909034852;1,33287975177387;0,232607870097341;-0,29358380298172;10835;136;"EST";"M";"No";-1,43035714285714;0,3875;-0,394642857142857
"85";"EM5";"2022-04-10";36;-0,734030363088783;1,54125113327289;-0,0809568755472673;1,33287975177387;0,232607870097341;-0,29358380298172;2206;34;"EST";"M";"No";-1,43035714285714;0,3875;-0,394642857142857
"86";"EM5";"2022-04-27";36;-0,734030363088783;1,87007874015748;-1,4652576482639;1,33287975177387;0,232607870097341;-0,29358380298172;2032;38;"EST";"M";"No";-1,43035714285714;0,3875;-0,394642857142857
"87";"EM5";"2022-05-06";37;-0,69888827508932;2,85519210477314;0,784231107400626;1,33287975177387;0,232607870097341;-0,29358380298172;16111;460;"EST";"M";"No";-1,43035714285714;0,3875;-0,394642857142857
"88";"EM5";"2022-05-19";37;-0,69888827508932;3,25897881919574;-1,63829524485348;1,33287975177387;1,02205226527687;-0,29358380298172;19546;637;"EST";"M";"No";-1,43035714285714;0,3875;-0,394642857142857
"89";"EM5";"2022-05-20";37;-0,69888827508932;13,0117729748726;-1,4652576482639;1,33287975177387;1,02205226527687;-0,29358380298172;22764;2962;"EST";"M";"No";-1,43035714285714;0,3875;-0,394642857142857
"90";"EM5";"2022-05-21";37;-0,69888827508932;2,11745071450923;-1,11918245508474;1,33287975177387;1,02205226527687;-0,29358380298172;9587;203;"EST";"M";"No";-1,43035714285714;0,3875;-0,394642857142857
"91";"EM5";"2022-05-23";37;-0,69888827508932;6,90523090391771;-1,11918245508474;1,33287975177387;1,02205226527687;-0,29358380298172;18276;1262;"EST";"M";"No";-1,43035714285714;0,3875;-0,394642857142857
"92";"EM5";"2022-05-24";37;-0,69888827508932;2,63970794720584;-1,4652576482639;1,33287975177387;1,02205226527687;-0,29358380298172;7122;188;"EST";"M";"No";-1,43035714285714;0,3875;-0,394642857142857
"93";"EM5";"2022-08-12";40;-0,593462011090931;0,388862964691243;-0,773107261905582;1,46809943673643;1,02205226527687;-0,29358380298172;6429;25;"EST";"M";"No";-1,43035714285714;0,3875;-0,394642857142857
"94";"EM5";"2022-08-24";40;-0,593462011090931;0;-1,29222005167432;1,46809943673643;1,02205226527687;-0,29358380298172;204;0;"EST";"M";"No";-1,43035714285714;0,3875;-0,394642857142857
"95";"EM5";"2022-08-26";40;-0,593462011090931;0;-0,253994472136846;1,46809943673643;1,02205226527687;-0,29358380298172;1474;0;"EST";"M";"No";-1,43035714285714;0,3875;-0,394642857142857
"96";"EM5";"2022-12-29";44;-0,452893659093079;3,55293440736479;0,611193510811048;1,46809943673643;1,02205226527687;-0,29358380298172;6952;247;"EST";"M";"No";-1,43035714285714;0,3875;-0,394642857142857
"97";"EM5";"2023-01-01";45;-0,417751571093616;0;-0,427032068726425;1,46809943673643;1,02205226527687;-0,29358380298172;1356;0;"EST";"M";"No";-1,43035714285714;0,3875;-0,394642857142857
"98";"EM5";"2023-01-02";45;-0,417751571093616;0;-0,946144858495161;1,46809943673643;1,02205226527687;-0,29358380298172;51;0;"EST";"M";"No";-1,43035714285714;0,3875;-0,394642857142857
"99";"EM5";"2023-01-04";45;-0,417751571093616;0;0,784231107400626;1,46809943673643;1,02205226527687;-0,29358380298172;2070;0;"EST";"M";"No";-1,43035714285714;0,3875;-0,394642857142857
"100";"EM5";"2023-03-25";47;-0,34746739509469;15,7497905612957;-0,600069665316003;1,46809943673643;1,02205226527687;-0,29358380298172;3581;564;"EST";"M";"No";-1,43035714285714;0,3875;-0,394642857142857
"101";"EM5";"2023-03-29";47;-0,34746739509469;4,92143492439964;0,26511831763189;1,46809943673643;1,02205226527687;-0,29358380298172;10119;498;"EST";"M";"No";-1,43035714285714;0,3875;-0,394642857142857
"102";"SF6";"2022-01-31";55;-0,0663306910989865;4,99786009795996;-0,0809568755472673;-1,10107457755232;0,196171974935207;-0,29358380298172;21029;1051;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"103";"SF6";"2022-02-20";56;-0,0311886030995235;0;1,30334389716936;-1,10107457755232;0,196171974935207;-0,29358380298172;1322;0;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"104";"SF6";"2022-02-22";56;-0,0311886030995235;6,49873711516144;0,26511831763189;-1,10107457755232;0,196171974935207;-0,29358380298172;14649;952;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"105";"SF6";"2022-03-02";57;0,00395348489993949;1,9311727363849;-0,427032068726425;-1,10107457755232;0,196171974935207;-0,29358380298172;14965;289;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"106";"SF6";"2022-03-09";57;0,00395348489993949;5,24193548387097;-0,946144858495161;-1,10107457755232;0,196171974935207;-0,29358380298172;18848;988;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"107";"SF6";"2022-03-19";57;0,00395348489993949;4,77060133630289;-1,29222005167432;-1,10107457755232;0,196171974935207;-0,29358380298172;22450;1071;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"108";"SF6";"2022-03-24";57;0,00395348489993949;7,26678043230944;-0,600069665316003;-1,10107457755232;0,196171974935207;-0,29358380298172;7032;511;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"109";"SF6";"2022-04-04";58;0,0390955728994025;4,05481660620717;-0,427032068726425;-1,10107457755232;0,196171974935207;-0,29358380298172;12405;503;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"110";"SF6";"2022-04-13";58;0,0390955728994025;0;0,611193510811048;-1,10107457755232;0,196171974935207;-0,29358380298172;2656;0;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"111";"SF6";"2022-04-18";58;0,0390955728994025;22,0733838089691;-0,0809568755472673;-1,10107457755232;0,196171974935207;-0,29358380298172;3434;758;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"112";"SF6";"2022-05-05";59;0,0742376608988655;0;-0,773107261905582;-1,10107457755232;0,196171974935207;-0,29358380298172;2832;0;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"113";"SF6";"2022-05-08";59;0,0742376608988655;0;0,0920807210423114;-1,10107457755232;0,196171974935207;-0,29358380298172;2760;0;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"114";"SF6";"2022-05-16";59;0,0742376608988655;0;0,26511831763189;-1,10107457755232;0,196171974935207;-0,29358380298172;6;0;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"115";"SF6";"2022-05-20";59;0,0742376608988655;0;0,957268703990205;-1,10107457755232;0,196171974935207;-0,29358380298172;7799;0;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"116";"SF6";"2022-06-27";60;0,109379748898328;10,5733432613552;-1,4652576482639;-1,10107457755232;0,196171974935207;-0,29358380298172;5372;568;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"117";"SF6";"2022-08-31";62;0,179663924897254;11,9815050593044;-1,63829524485348;-0,965854892589759;-0,241058767010375;1,28725205922754;14923;1788;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"118";"SF6";"2022-09-01";63;0,214806012896717;0;-0,773107261905582;-0,965854892589759;0,390496749133247;1,28725205922754;3038;0;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"119";"SF6";"2023-01-18";67;0,355374364894569;0;-0,600069665316003;-0,965854892589759;0,390496749133247;4,44892378364607;6226;0;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"120";"SF6";"2023-01-19";67;0,355374364894569;1,32354710624474;0,26511831763189;-0,965854892589759;0,390496749133247;4,44892378364607;8311;110;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"121";"SF6";"2023-02-01";68;0,390516452894032;19,6977801551217;0,0920807210423114;-0,965854892589759;0,390496749133247;5,2393417147507;7478;1473;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"122";"SF6";"2023-02-19";68;0,390516452894032;1,5507799917169;0,438155914221469;-0,965854892589759;0,390496749133247;-0,29358380298172;21731;337;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"123";"SF6";"2023-03-03";69;0,425658540893495;8,56975723895876;1,30334389716936;-0,965854892589759;0,390496749133247;-0,29358380298172;13676;1172;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"124";"SF6";"2023-03-23";69;0,425658540893495;5,62570462232244;1,47638149375894;-0,965854892589759;0,390496749133247;-0,29358380298172;8870;499;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"125";"EF7";"2022-03-04";23;-1,1908775070818;5,17029134181371;0,611193510811048;-0,56019583770206;-0,714725404118092;-0,29358380298172;14622;756;"EST";"F";"No";-1,43035714285714;-0,6125;-0,394642857142857
"126";"EF7";"2022-03-06";23;-1,1908775070818;5,2068565536796;-0,946144858495161;-0,56019583770206;-0,714725404118092;-0,29358380298172;15518;808;"EST";"F";"No";-1,43035714285714;-0,6125;-0,394642857142857
"127";"EF7";"2022-03-15";23;-1,1908775070818;4,84717794862179;0,26511831763189;-0,56019583770206;-0,511725416786212;-0,29358380298172;10666;517;"EST";"F";"No";-1,43035714285714;-0,6125;-0,394642857142857
"128";"EF7";"2022-03-20";23;-1,1908775070818;0;-1,11918245508474;-0,56019583770206;-0,714725404118092;-0,29358380298172;65;0;"EST";"F";"No";-1,43035714285714;-0,6125;-0,394642857142857
"129";"EF7";"2022-03-29";23;-1,1908775070818;1,2132327008535;1,30334389716936;-0,56019583770206;-0,714725404118092;-0,29358380298172;14177;172;"EST";"F";"No";-1,43035714285714;-0,6125;-0,394642857142857
"130";"EF7";"2022-04-16";24;-1,15573541908234;5,69854601282399;0,784231107400626;-0,56019583770206;-0,714725404118092;-0,29358380298172;11073;631;"EST";"F";"No";-1,43035714285714;-0,6125;-0,394642857142857
"131";"EF7";"2022-04-28";24;-1,15573541908234;4,27098674521355;1,47638149375894;-0,56019583770206;-0,714725404118092;-0,29358380298172;3395;145;"EST";"F";"No";-1,43035714285714;-0,6125;-0,394642857142857
"132";"EF7";"2022-05-06";25;-1,12059333108288;4,64944649446494;0,784231107400626;-0,56019583770206;-0,714725404118092;-0,29358380298172;9485;441;"EST";"F";"No";-1,43035714285714;-0,6125;-0,394642857142857
"133";"EF7";"2022-05-08";25;-1,12059333108288;8,66915001693193;-0,946144858495161;-0,56019583770206;-0,511725416786212;-0,29358380298172;8859;768;"EST";"F";"No";-1,43035714285714;-0,6125;-0,394642857142857
"134";"EF7";"2022-05-09";25;-1,12059333108288;0;-1,29222005167432;-0,56019583770206;-0,511725416786212;-0,29358380298172;8155;0;"EST";"F";"No";-1,43035714285714;-0,6125;-0,394642857142857
"135";"EF7";"2022-06-03";26;-1,08545124308341;0;-1,11918245508474;-0,56019583770206;-0,511725416786212;-0,29358380298172;1566;0;"EST";"F";"No";-1,43035714285714;-0,6125;-0,394642857142857
"136";"EF7";"2022-06-13";26;-1,08545124308341;0;-0,0809568755472673;-0,56019583770206;-0,241058767010375;-0,29358380298172;4797;0;"EST";"F";"No";-1,43035714285714;-0,6125;-0,394642857142857
"137";"EF7";"2022-06-26";26;-1,08545124308341;6,22140896614822;-0,253994472136846;-0,56019583770206;-0,241058767010375;-0,29358380298172;1093;68;"EST";"F";"No";-1,43035714285714;-0,6125;-0,394642857142857
"138";"EF7";"2022-06-27";26;-1,08545124308341;4,79668377418081;-0,253994472136846;-0,56019583770206;-0,241058767010375;-0,29358380298172;5066;243;"EST";"F";"No";-1,43035714285714;-0,6125;-0,394642857142857
"139";"EF7";"2022-08-24";28;-1,01516706708449;6,95604546076955;-0,0809568755472673;-0,424976152739494;-0,241058767010375;-0,29358380298172;7303;508;"EST";"F";"No";-1,43035714285714;-0,6125;-0,394642857142857
"140";"EF7";"2022-08-26";28;-1,01516706708449;0;0,957268703990205;-0,424976152739494;-0,241058767010375;-0,29358380298172;3993;0;"EST";"F";"No";-1,43035714285714;-0,6125;-0,394642857142857
"141";"EF7";"2022-08-28";28;-1,01516706708449;12,9654175201832;-0,0809568755472673;-0,424976152739494;0,0296078827654607;-0,29358380298172;8299;1076;"EST";"F";"No";-1,43035714285714;-0,6125;-0,394642857142857
"142";"EF7";"2022-08-29";28;-1,01516706708449;15,9540403089094;-0,946144858495161;-0,424976152739494;0,0296078827654607;-0,29358380298172;5309;847;"EST";"F";"No";-1,43035714285714;-0,6125;-0,394642857142857
"143";"EF7";"2022-12-30";32;-0,874598715086635;3,22371618337923;-0,253994472136846;-0,424976152739494;-0,241058767010375;-0,29358380298172;6173;199;"EST";"F";"No";-1,43035714285714;-0,6125;-0,394642857142857
"144";"EF7";"2023-01-04";33;-0,839456627087172;1,7362083450014;0,784231107400626;-0,424976152739494;-0,241058767010375;-0,29358380298172;3571;62;"EST";"F";"No";-1,43035714285714;-0,6125;-0,394642857142857
"145";"EF7";"2023-03-09";35;-0,769172451088246;10,4033379694019;0,0920807210423114;-0,424976152739494;-0,241058767010375;-0,29358380298172;10785;1122;"EST";"F";"No";-1,43035714285714;-0,6125;-0,394642857142857
"146";"EF7";"2023-03-26";35;-0,769172451088246;12,9969418960245;-1,63829524485348;-0,424976152739494;-0,241058767010375;-0,29358380298172;654;85;"EST";"F";"No";-1,43035714285714;-0,6125;-0,394642857142857
"147";"EF7";"2023-04-01";36;-0,734030363088783;3,55483271375465;0,784231107400626;-0,424976152739494;-0,241058767010375;-0,29358380298172;4304;153;"EST";"F";"No";-1,43035714285714;-0,6125;-0,394642857142857
"148";"EF7";"2023-04-04";36;-0,734030363088783;0;1,47638149375894;-0,424976152739494;-0,241058767010375;-0,29358380298172;3707;0;"EST";"F";"No";-1,43035714285714;-0,6125;-0,394642857142857
"149";"SM8";"2022-02-01";19;-1,33144585907965;8,59152252423494;-0,946144858495161;-0,965854892589759;-1,26126383155007;-0,29358380298172;10522;904;"SUD";"M";"No";0,569642857142857;0,3875;-0,394642857142857
"150";"SM8";"2022-02-20";19;-1,33144585907965;3,53130016051364;0,438155914221469;-0,965854892589759;-1,26126383155007;-0,29358380298172;3738;132;"SUD";"M";"No";0,569642857142857;0,3875;-0,394642857142857
"151";"SM8";"2022-03-17";20;-1,29630377108019;1,20868586671112;-0,600069665316003;-0,965854892589759;-1,26126383155007;-0,29358380298172;23993;290;"SUD";"M";"No";0,569642857142857;0,3875;-0,394642857142857
"152";"SM8";"2022-03-25";20;-1,29630377108019;0;-1,11918245508474;-0,965854892589759;-1,26126383155007;-0,29358380298172;8703;0;"SUD";"M";"No";0,569642857142857;0,3875;-0,394642857142857
"153";"SM8";"2022-04-12";21;-1,26116168308073;0,484717921098694;2,16853188011726;-0,965854892589759;-1,26126383155007;-0,29358380298172;7427;36;"SUD";"M";"No";0,569642857142857;0,3875;-0,394642857142857
"154";"SM8";"2022-04-21";21;-1,26116168308073;0;-0,600069665316003;-0,965854892589759;-1,26126383155007;-0,29358380298172;4955;0;"SUD";"M";"No";0,569642857142857;0,3875;-0,394642857142857
"155";"SM8";"2022-05-13";22;-1,22601959508126;0;-0,0809568755472673;-0,965854892589759;-1,26126383155007;-0,29358380298172;2148;0;"SUD";"M";"No";0,569642857142857;0,3875;-0,394642857142857
"156";"SM8";"2022-05-15";22;-1,22601959508126;0;0,0920807210423114;-0,965854892589759;-1,26126383155007;-0,29358380298172;1907;0;"SUD";"M";"No";0,569642857142857;0,3875;-0,394642857142857
"157";"SM8";"2022-05-29";22;-1,22601959508126;1,45612708018154;-1,29222005167432;-0,965854892589759;-1,26126383155007;-0,29358380298172;10576;154;"SUD";"M";"No";0,569642857142857;0,3875;-0,394642857142857
"158";"SM8";"2022-07-21";24;-1,15573541908234;0;-0,600069665316003;-0,965854892589759;-1,26126383155007;-0,29358380298172;789;0;"SUD";"M";"No";0,569642857142857;0,3875;-0,394642857142857
"159";"SM8";"2022-08-23";25;-1,12059333108288;0,41371158392435;-0,600069665316003;-0,830635207627192;-1,26126383155007;-0,29358380298172;11844;49;"SUD";"M";"No";0,569642857142857;0,3875;-0,394642857142857
"160";"SM8";"2022-08-24";25;-1,12059333108288;8,76668200644271;-0,773107261905582;-0,830635207627192;-1,26126383155007;-0,29358380298172;8692;762;"SUD";"M";"No";0,569642857142857;0,3875;-0,394642857142857
"161";"SM8";"2022-08-27";25;-1,12059333108288;6,01855586930214;-0,427032068726425;-0,830635207627192;-1,18839204122581;-0,29358380298172;12395;746;"SUD";"M";"No";0,569642857142857;0,3875;-0,394642857142857
"162";"SM8";"2022-09-07";26;-1,08545124308341;0;-0,0809568755472673;-0,830635207627192;-1,18839204122581;-0,29358380298172;6130;0;"SUD";"M";"No";0,569642857142857;0,3875;-0,394642857142857
"163";"SM8";"2022-09-13";26;-1,08545124308341;0,227092085840808;1,30334389716936;-0,830635207627192;-1,18839204122581;-0,29358380298172;8807;20;"SUD";"M";"No";0,569642857142857;0,3875;-0,394642857142857
"164";"SM8";"2022-10-04";27;-1,05030915508395;0;1,13030630057978;-0,830635207627192;-1,18839204122581;-0,29358380298172;4337;0;"SUD";"M";"No";0,569642857142857;0,3875;-0,394642857142857
"165";"SM8";"2022-11-23";28;-1,01516706708449;0;-1,29222005167432;-0,830635207627192;-1,18839204122581;-0,29358380298172;19;0;"SUD";"M";"No";0,569642857142857;0,3875;-0,394642857142857
"166";"SM8";"2023-01-10";30;-0,944882891085561;0;1,30334389716936;-0,830635207627192;-1,18839204122581;-0,29358380298172;7907;0;"SUD";"M";"No";0,569642857142857;0,3875;-0,394642857142857
"167";"SM8";"2023-01-11";30;-0,944882891085561;8,28797190517998;0,26511831763189;-0,830635207627192;-1,18839204122581;-0,29358380298172;5695;472;"SUD";"M";"No";0,569642857142857;0,3875;-0,394642857142857
"168";"SM8";"2023-01-12";30;-0,944882891085561;3,38551146705497;0,611193510811048;-0,830635207627192;-1,18839204122581;-0,29358380298172;2747;93;"SUD";"M";"No";0,569642857142857;0,3875;-0,394642857142857
"169";"SM8";"2023-01-22";30;-0,944882891085561;1,41781125387683;2,51460707329641;-0,830635207627192;-1,18839204122581;-0,29358380298172;2257;32;"SUD";"M";"No";0,569642857142857;0,3875;-0,394642857142857
"170";"SM8";"2023-01-27";30;-0,944882891085561;6,55379574003277;0,26511831763189;-0,830635207627192;-1,18839204122581;-0,29358380298172;1831;120;"SUD";"M";"No";0,569642857142857;0,3875;-0,394642857142857
"171";"SM8";"2023-01-28";30;-0,944882891085561;0;0,784231107400626;-0,830635207627192;-1,18839204122581;-0,29358380298172;995;0;"SUD";"M";"No";0,569642857142857;0,3875;-0,394642857142857
"172";"SM8";"2023-02-01";31;-0,909740803086098;0;-0,427032068726425;-0,830635207627192;-1,18839204122581;-0,29358380298172;2676;0;"SUD";"M";"No";0,569642857142857;0,3875;-0,394642857142857
"173";"SM8";"2023-02-05";31;-0,909740803086098;2,29823623730625;1,30334389716936;-0,830635207627192;-1,18839204122581;-0,29358380298172;13097;301;"SUD";"M";"No";0,569642857142857;0,3875;-0,394642857142857
"174";"SM8";"2023-03-22";32;-0,874598715086635;4,25003651234117;-0,773107261905582;-0,830635207627192;-1,18839204122581;-0,29358380298172;6847;291;"SUD";"M";"No";0,569642857142857;0,3875;-0,394642857142857
"175";"EM9";"2022-02-23";51;-0,206899043096838;5,82427017744705;-0,600069665316003;0,656781326961036;0,0296078827654607;-0,29358380298172;6988;407;"EST";"M";"Yes";-1,43035714285714;0,3875;0,605357142857143
"176";"EM9";"2022-03-18";52;-0,171756955097375;2,44054096067154;-0,946144858495161;0,656781326961036;-0,241058767010375;-0,29358380298172;6433;157;"EST";"M";"Yes";-1,43035714285714;0,3875;0,605357142857143
"177";"EM9";"2022-03-20";52;-0,171756955097375;0;-1,11918245508474;0,656781326961036;-0,241058767010375;-0,29358380298172;250;0;"EST";"M";"Yes";-1,43035714285714;0,3875;0,605357142857143
"178";"EM9";"2022-03-24";52;-0,171756955097375;0;-0,253994472136846;0,656781326961036;-0,241058767010375;-0,29358380298172;7627;0;"EST";"M";"Yes";-1,43035714285714;0,3875;0,605357142857143
"179";"EM9";"2022-04-18";53;-0,136614867097912;0;-0,253994472136846;0,656781326961036;-0,241058767010375;-0,29358380298172;2312;0;"EST";"M";"Yes";-1,43035714285714;0,3875;0,605357142857143
"180";"EM9";"2022-04-21";53;-0,136614867097912;0;-1,11918245508474;0,656781326961036;-0,241058767010375;-0,29358380298172;24;0;"EST";"M";"Yes";-1,43035714285714;0,3875;0,605357142857143
"181";"EM9";"2022-04-28";53;-0,136614867097912;0,756372437788367;1,13030630057978;0,656781326961036;-0,241058767010375;-0,29358380298172;13221;100;"EST";"M";"Yes";-1,43035714285714;0,3875;0,605357142857143
"182";"EM9";"2022-05-25";54;-0,101472779098449;20,7185628742515;-1,11918245508474;0,656781326961036;0,390496750396357;-0,29358380298172;2505;519;"EST";"M";"Yes";-1,43035714285714;0,3875;0,605357142857143
"183";"EM9";"2022-06-23";55;-0,0663306910989865;4,08785845027456;-0,600069665316003;0,656781326961036;0,390496749133247;-0,29358380298172;3278;134;"EST";"M";"Yes";-1,43035714285714;0,3875;0,605357142857143
"184";"EM9";"2022-11-25";60;0,109379748898328;0;0,438155914221469;0,792001011923602;0,390496749133247;-0,29358380298172;56;0;"EST";"M";"Yes";-1,43035714285714;0,3875;0,605357142857143
