"";"Focal";"Date";"Age.new";"Age.scale";"percentage.duration.groomed";"mean.party.size.scale";"Age.mother.round.scale";"rank.scale";"months.pregnant.scale";"Duration.static";"duration.groomed";"Group";"Sex";"family.member";"Group.centered";"Sex.centered";"family.member.centered"
"22";"SM1";"2023-02-22";28;-1,01516706708449;3,8757949869061;0,26511831763189;-0,289756467776927;-0,556836525082185;-0,29358380298172;13365;518;"SUD";"M";"Yes";0,569642857142857;0,3875;0,605357142857143
"23";"SM1";"2023-03-15";29;-0,980024979085024;0,0961827472197175;0,0920807210423114;-0,289756467776927;-0,556836525082185;-0,29358380298172;16635;16;"SUD";"M";"Yes";0,569642857142857;0,3875;0,605357142857143
"24";"SM1";"2023-03-21";29;-0,980024979085024;0,482625482625483;0,957268703990205;-0,289756467776927;-0,556836525082185;-0,29358380298172;9324;45;"SUD";"M";"Yes";0,569642857142857;0,3875;0,605357142857143
"25";"SF2";"2022-02-02";59;0,0742376608988655;0;-1,29222005167432;-0,424976152739494;-0,678289508955958;-0,29358380298172;13970;0;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"26";"SF2";"2022-04-21";61;0,144521836897791;0,0613158378809246;-0,253994472136846;-0,424976152739494;-0,678289508955958;-0,29358380298172;16309;10;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"27";"SF2";"2022-04-22";61;0,144521836897791;15,1523394994559;0,784231107400626;-0,424976152739494;-0,678289508955958;-0,29358380298172;3676;557;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"28";"SF2";"2022-05-10";62;0,179663924897254;0;1,99549428352768;-0,424976152739494;-0,678289508955958;-0,29358380298172;672;0;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"29";"SF2";"2022-06-06";63;0,214806012896717;0;-0,253994472136846;-0,424976152739494;-0,678289508955958;-0,29358380298172;3624;0;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"30";"SF2";"2022-06-07";63;0,214806012896717;0;-1,29222005167432;-0,424976152739494;-0,678289508955958;-0,29358380298172;860;0;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"31";"SF2";"2022-07-02";64;0,24994810089618;0;-1,29222005167432;-0,424976152739494;-0,678289508955958;-0,29358380298172;5808;0;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"32";"SF2";"2022-11-21";68;0,390516452894032;0;-1,29222005167432;-0,289756467776927;-0,556836525082185;-0,29358380298172;4543;0;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"33";"SF2";"2022-12-24";69;0,425658540893495;1,13758317235458;2,51460707329641;-0,289756467776927;-0,556836525082185;-0,29358380298172;4659;53;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"34";"SF2";"2022-12-26";69;0,425658540893495;2,53232437585652;0,957268703990205;-0,289756467776927;-0,556836525082185;-0,29358380298172;16783;425;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"35";"SF2";"2022-12-28";69;0,425658540893495;0;-0,0809568755472673;-0,289756467776927;-0,556836525082185;-0,29358380298172;7825;0;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"36";"SF2";"2022-12-29";69;0,425658540893495;1,47137302736906;2,34156947670683;-0,289756467776927;-0,241058767010375;-0,29358380298172;13117;193;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"37";"SF2";"2022-12-30";69;0,425658540893495;0;2,34156947670683;-0,289756467776927;-0,556836525082185;-0,29358380298172;10535;0;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"38";"SF2";"2022-12-31";69;0,425658540893495;2,18889915428896;0,957268703990205;-0,289756467776927;-0,556836525082185;-0,29358380298172;14071;308;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"39";"SF2";"2023-01-12";70;0,460800628892958;0;1,13030630057978;-0,289756467776927;-0,872614283153998;-0,29358380298172;6310;0;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"40";"SF2";"2023-02-02";71;0,495942716892421;0;2,16853188011726;-0,289756467776927;-0,556836525082185;-0,29358380298172;6595;0;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"41";"SF2";"2023-02-26";71;0,495942716892421;0;1,64941909034852;-0,289756467776927;-0,556836525082185;-0,29358380298172;8023;0;"SUD";"F";"No";0,569642857142857;-0,6125;-0,394642857142857
"42";"SF3";"2022-03-03";7;-1,75315091507321;2,20472440944882;-1,11918245508474;0,656781326961036;0,779146297529321;-0,29358380298172;11430;252;"SUD";"F";"Yes";0,569642857142857;-0,6125;0,605357142857143
"43";"SF3";"2022-03-07";7;-1,75315091507321;4,92302486888851;-1,11918245508474;0,656781326961036;0,779146297529321;-0,29358380298172;11822;582;"SUD";"F";"Yes";0,569642857142857;-0,6125;0,605357142857143
"44";"SF3";"2022-04-07";8;-1,71800882707375;0;-0,773107261905582;0,656781326961036;0,779146297529321;-0,29358380298172;2380;0;"SUD";"F";"Yes";0,569642857142857;-0,6125;0,605357142857143
"45";"SF3";"2022-04-19";8;-1,71800882707375;0,714632623326164;-0,0809568755472673;0,656781326961036;0,779146297529321;-0,29358380298172;14413;103;"SUD";"F";"Yes";0,569642857142857;-0,6125;0,605357142857143
"46";"SF3";"2022-04-22";8;-1,71800882707375;3,01928548846032;1,8224566869381;0,656781326961036;0,779146297529321;-0,29358380298172;6326;191;"SUD";"F";"Yes";0,569642857142857;-0,6125;0,605357142857143
"47";"SF3";"2022-04-29";8;-1,71800882707375;0,702186963979417;-0,253994472136846;0,656781326961036;0,779146297529321;-0,29358380298172;18656;131;"SUD";"F";"Yes";0,569642857142857;-0,6125;0,605357142857143
"48";"SF3";"2022-04-30";8;-1,71800882707375;1,69816307651645;-1,4652576482639;0,656781326961036;0,779146297529321;-0,29358380298172;15134;257;"SUD";"F";"Yes";0,569642857142857;-0,6125;0,605357142857143
"49";"SF3";"2022-05-08";9;-1,68286673907428;0;0,0920807210423114;0,656781326961036;0,779146297529321;-0,29358380298172;2649;0;"SUD";"F";"Yes";0,569642857142857;-0,6125;0,605357142857143
"50";"SF3";"2022-05-10";9;-1,68286673907428;10,0331425128051;-0,0809568755472673;0,656781326961036;0,779146297529321;-0,29358380298172;16595;1665;"SUD";"F";"Yes";0,569642857142857;-0,6125;0,605357142857143
"51";"SF3";"2022-05-16";9;-1,68286673907428;7,98659809880006;-1,11918245508474;0,656781326961036;0,779146297529321;-0,29358380298172;12834;1025;"SUD";"F";"Yes";0,569642857142857;-0,6125;0,605357142857143
"52";"SF3";"2022-05-25";9;-1,68286673907428;3,84485666104553;-1,4652576482639;0,656781326961036;0,779146297529321;-0,29358380298172;2965;114;"SUD";"F";"Yes";0,569642857142857;-0,6125;0,605357142857143
"53";"SF3";"2022-07-13";11;-1,61258256307536;0,232018561484919;-1,29222005167432;0,656781326961036;0,779146297529321;-0,29358380298172;8620;20;"SUD";"F";"Yes";0,569642857142857;-0,6125;0,605357142857143
"54";"SF3";"2022-07-18";11;-1,61258256307536;0,970755976216479;-1,4652576482639;0,656781326961036;0,779146297529321;-0,29358380298172;16482;160;"SUD";"F";"Yes";0,569642857142857;-0,6125;0,605357142857143
