"";"X";"Time";"Focal";"Date";"X.7";"X.6";"X.5";"X.4";"X.3";"X.2.x";"Day.x";"Month.x";"Year.x";"Observer.x";"Group.x";"Party.composition.x";"Type_of_data.x";"NOTE";"Activity.x";"GRIMPE_TYPE";"PARTNER";"Joue.avec..";"PLAY";"FOOD_TYPE";"FOOD_SP";"CONTACT.MERE";"ACTIVITE.MERE";"Cluster.mere";"Type.de.nourriture.mere";"Observe.qui";"Activite.autre";"New.column";"Replication";"behaviour";"Success";"ROLE_TARGET";"PARTNER.1";"target.recoit.de.";"Target.agit.sur.";"Cluster";"TYPE";"Solicitation.mere";"Solicitation.autre";"Receveur";"Response.of.partner";"VOC.RECEVEUR.SOLICITATION";"ACTIVITE.AUTRE";"Vocalisation.AG";"X1m";"X5m";"DISTANCE.MERE";"TYPE.OF.DANGER";"Reaction.focal";"Partner";"Reaction.mother.1";"Reaction.mother.2";"Reaction.mother.3";"Reaction.mother.4";"Reaction.mother.5";"New.column.1";"Target.est..";"Comportement";"Vocalisation";"Partenaire";"Origine.de.vocalisation";"DEGREES";"Emetteur";"Receveur.voc";"Type.d.echantillon";"ID.echantillon";"Femelle.en.oestre";"Donneur";"Receveur.partage";"Type.de.partage";"Type.de.nourriture";"Copule.avec";"Intervention";"Symptomes";"Quantite";"Individus";"Blessures";"Aggression.";"Comportement.1";"Partner.AG";"Aggresseur";"Receveur.AG";"Group.activity";"Rencontre";"Etrangers";"Chasse";"Chasseur";"Observateur";"Donneur.1";"Attrapeur";"Proie";"Individus.chasses";"Partie.du.corps";"Qui.mange";"Rencontre.autre.espece";"Autre.espece";"Etat.de.l.autre.espece";"Interactions.autre.espece";"Interaction.acteur";"Individu.dans.l.interaction";"Patrouille";"Observations.indirecte";"New.column.2";"New.column.3";"Fin.de.donnee";"Type.de.point.GPS";"Femelle.en.oestre..fin.donnee.";"Food.manipulation";"FOOD_TYPE.1";"MO.interaction";"Aggression";"Visual.interaction";"context";"CLUSTER.MERE";"Date2";"X.1.x";"X.x";"PARTNER.3";"PARTNER.4";"SOLICITATION.1";"TYPE_PARTAGE";"ACTOR.PARTAGE";"RECEVEUR.PARTAGE";"PARTNER.6";"ACTOR";"Context";"Femelle.en.oestre.fin.de.donnee.";"Grimpe.porte";"ROLE.TARGET";"PARNTER.1";"Comportement.receveur";"Vocalisation.receveur.solicitation";"Partage";"Copulation";"Contact.avec.mere.1";"Activite.mere.1";"Comportement.receveur.1";"Ou.est.la.mere..1";"Commentaire";"NOTE.1";"Joue.avec";"ACTOR.VOC";"VOCALISATION";"PARTNER.AG";"response.of.partner";"Food.manipulation.1";"SOLICITATION";"Target.est";"RECEVEUR.AG";"Date.birth.new.baby.x";"Date.pregnancy.x";"Mother.pregnant.x";"Mother.reaction";"Approachfocal";"Lookfocal";"MotherSM";"MotherAB";"Grabfocal";"MotherNN";"Mother.ATorAW";"Mother.fuite";"Mother.GM";"approach.grab.offspring";"X.2.y";"X.y";"Group.y";"X.1.y";"X.x.1";"Activity.y";"Mother";"mean.party.size";"Observer.y";"Party.composition.y";"Type_of_data.y";"Matriline";"Sex";"attachment.type";"median_age";"Age.year";"Family";"Age.new";"Age.mother";"rank";"percentage.oestrus.yes";"party.size";"party.size.adult";"Date.birth.new.baby.y";"Date.pregnancy.y";"Mother.pregnant.y";"X.y.1";"Day.y";"Month.y";"Year.y";"Femelle.oestre";"mother.swelling";"days.pregnant";"months.pregnant";"danger.type";"Age.scale";"party.size.adult.scale";"Age.mother.round";"Age.mother.round.scale";"rank.scale";"party.size.scale";"Older.siblings";"presence.older.sibling";"Group";"months.pregnant.scale"
"64";65;"09:16:14";"EM9";"2022-12-19";449;449;33450;33450;33450;33450;19;12;2022;"Ele";"EST";"FA2; IND; ATH; CHA; COM; ERA; FAT; FLE; ILA; IZA; IVO; KAR; PAD; PES; PLA; POL; BB POL; POS; RIC; UJA; BB UJA; WIL; YET; YOY; ZAM; Inconnu";"Danger";"3m before contact after aw to ivo";"";NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;"Jeu";"PL";"";"Attrapefocal";"Approachfocal";"Lookfocal";"AWorAT";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"19/12/2022";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"No";"Attrape focal; Approach focal; Look focal; AW or AT";1;1;0;0;1;0;1;0;0;1;19979;19979;"EST";49447;49447;"";"IND";20;"Ele";"FA2; MERE; ATH; CHA; COM; ERA; FAT; FLE; ILA; IZA; IVO; KAR; PAD; PES; PLA; POL; BB POL; POS; RIC; UJA; BB UJA; WIL; YET; YOY; ZAM; Inconnu";"Danger";"IND";"M";"Resistant";61;5,083333333;"IZA";61;32,9166666666667;0,666666666666667;96,5750041165816;26;17;NA;NA;"No";83;19;12;2022;"FAT";"No";0;0;"Play";0,314675290822801;2,39609020582798;33;1,10268774214884;0,493301086881927;1,51309830823294;"IZA";"Yes";"EST";-0,276551046904134
"65";66;"09:17:42";"SM1";"2022-04-22";12;12;744;744;744;744;22;4;2022;"Kim";"SUD";"ASA; AKI; AKU; AYA; EDO; ETO; INI; ISH; RAJ; RAP; UAP; URA";"Danger";"";"";NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;"Jeu";"PL";NA;"Lookfocal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"22/04/2022";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"No";"Look focal";0;1;0;0;0;0;0;0;0;0;67246;67246;"SUD";738;738;"";"ASA";19;"Kim";"MERE; AKI; AKU; AYA; EDO; ETO; INI; ISH; RAJ; RAP; UAP; URA";"Danger";"ASA";"M";"Secure";23;1,916666667;"AKI; AYA";18;24,25;0,384615384615385;0;12;7;NA;NA;"No";96;22;4;2022;"UAP; XYL";"No";0;0;"Play";-1,37492212159825;-0,262493028166549;24;-0,270361267777299;-0,664984247683375;-0,423060653092511;"AYA; AKI";"Yes";"SUD";-0,276551046904134
"66";67;"09:18:48";"SF27";"2022-05-03";1185;1185;91650;91650;91650;91650;3;5;2022;"Kim";"SUD";"XYL; HAI; HAV; IBR; INI; ISH; LIM; LIR; BB LUC; LUC; OFI; OPA; UAP; URA; XEL; XIA; XOR; XSO";"Danger";"";"";NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;"Jeu";"PL";NA;"NN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"03/05/2022";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"No";"NN";0;0;0;0;0;1;0;0;0;0;70585;70585;"SUD";118772;118772;"";"XYL";15;"Kim";"MERE; HAI; HAV; IBR; INI; ISH; LIM; LIR; BB LUC; LUC; OFI; OPA; UAP; URA; XEL; XIA; XOR; XSO";"Danger";"XYL";"F";"Secure";38;3,166666667;"XEL; XSO; XOR";39;16,3333333333333;0,692307692307692;0;18;9;NA;NA;"No";245;3;5;2022;"UAP; XYL";"No";0;0;"Play";-0,549769896927507;0,269223618632358;16;-1,49084927660054;0,598599753660588;0,406721758904111;NA;"No";"SUD";-0,276551046904134
"67";68;"09:19:00";"SF13";"2023-01-13";589;589;45666;45666;45666;45666;13;1;2023;"Ele";"SUD";"INI; ISH; LIM; LIR; BB LUC; Inconnu";"Aggression";"5m before contact after; luc defend lim";"";NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;"";"Approach mere; Look mere; SM";NA;"Approachfocal";"Lookfocal";"SM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;"Contact";"OPA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Focal receiver";NA;NA;NA;"13/01/2023";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"No";"Approach focal; Look focal; SM";1;1;1;0;0;0;0;0;0;1;127399;127399;"SUD";62885;62885;"";"LUC";24;"Ele";"MERE; INI; ISH; LIM; LIR; BB LUC; Inconnu";"Aggression";"LUC";"F";"1";67;5,583333333;"BB LUC; LIR";68;24;0,166666666666667;100;7;4;NA;NA;"No";107;13;1;2023;"MERE";"Yes";0;0;"Focal receiver";0,589726032379717;-1,06006799836491;24;-0,270361267777299;-1,56002291530202;-1,11454599642303;"LIM";"Yes";"SUD";-0,276551046904134
"68";69;"09:21:21";"SM1";"2023-02-02";1421;1424;112687;112687;112687;112687;2;2;2023;"Oscar";"SUD";"ASA; AKI; AKU; AYA; OFI; OPA; BB OPA; XEL; BB XEL; XOR; XSO; XYL; XIA";"Danger";"";"";NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;"Jeu";"SM";"";"Approachfocal";"Lookfocal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;7940;7940;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"No";"Approach focal; Look focal";1;1;0;0;0;0;0;0;0;1;143618;143618;"SUD";4738;4738;"";"ASA";18;"Oscar";"MERE; AKI; AKU; AYA; OFI; OPA; BB OPA; XEL; BB XEL; XOR; XSO; XYL; XIA";"Danger";"ASA";"M";"Secure";23;1,916666667;"AKI; AYA";28;25,0833333333333;0,416666666666667;0;13;5;NA;NA;"No";342;2;2;2023;"HAV; LUC; PEM; RAP; XYL";"No";0;0;"Play";-0,98199249080266;-0,794209674965455;25;-0,117800266674395;-0,533360914210045;-0,284763584426408;"AYA; AKI";"Yes";"SUD";-0,276551046904134
"69";70;"09:21:49";"SM8";"2022-08-23";373;373;28601;28601;28601;28601;23;8;2022;"Kim";"SUD";"HAV; HAI; JAM; JUL; OFI; OPA; PUS; Inconnu";"Danger";"Before danger: 1m away from mother";"";NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;"Jeu";"PL";NA;"Lookfocal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"23/08/2022";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"No";"Look focal";0;1;0;0;0;0;0;0;0;0;105094;105094;"SUD";42396;42396;"";"HAV";8;"Kim";"MERE; HAI; JAM; JUL; OFI; OPA; PUS; Inconnu";"Danger";"HAV";"M";"Resistant";25;2,083333333;"";25;20,5833333333333;0,230769230769231;0;8;4;NA;NA;"No";NA;NA;NA;NA;"NN";"No";0;0;"Play";-1,09987138004134;-1,06006799836491;21;-0,728044271086014;-1,29677624835536;-0,976248927756926;NA;"No";"SUD";-0,276551046904134
"70";71;"09:27:57";"SF2";"2022-12-28";91;91;5672;5672;5672;5672;28;12;2022;"Ele";"SUD";"XSO; ASA; AKI; AKU; AYA; LIM; LIR; BB LUC; LUC; XEL; BB XEL; XOR";"Aggression";"5m before 4m after";"";NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;"";"Approach mere; Look mere; GM";NA;"Lookfocal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;"Non-contact with movement";"XEL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Focal receiver";NA;NA;NA;"28/12/2022";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"No";"Look focal";0;1;0;0;0;0;0;0;0;0;118569;118569;"SUD";8967;8967;"";"ASA";11;"Ele";"XSO; MERE; AKI; AKU; AYA; LIM; LIR; BB LUC; LUC; XEL; BB XEL; XOR";"Aggression";"ASA";"F";"1";66;5,5;"AKI; AKU";69;24,9166666666667;0,416666666666667;0;12;4;NA;NA;"No";NA;NA;NA;NA;"NN";"No";0;0;"Focal receiver";0,629018995459276;-1,06006799836491;25;-0,117800266674395;-0,533360914210045;-0,423060653092511;"AKI";"Yes";"SUD";-0,276551046904134
"71";72;"09:30:30";"SF14";"2022-04-10";625;625;47322;47322;47322;47322;10;4;2022;"Oscar";"SUD";"EDO; ETO; HAI; HAV; INI; ISH; KIG; BB KIN; KIN; LIM; LIR; BB LUC; OFI; OPA; PEM; POE; RAJ; RAP; SOL; UAP; URA; XEL; XIA; XOR; XSO; XYL";"Danger";"";"";NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;"Jeu";"SM";NA;"Lookfocal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"10/04/2022";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"No";"Look focal";0;1;0;0;0;0;0;0;0;0;57601;57601;"SUD";64534;64534;"";"LUC";14;"Oscar";"MERE; EDO; ETO; HAI; HAV; INI; ISH; KIG; BB KIN; KIN; LIM; LIR; BB LUC; OFI; OPA; PEM; POE; RAJ; RAP; SOL; UAP; URA; XEL; XIA; XOR; XSO; XYL";"Danger";"LUC";"F";"2";101;8,416666667;"LIM; BB LUC";101;23,25;0,153846153846154;0;27;13;NA;NA;"No";102;10;4;2022;"JUL; PEM; UAP; XYL";"No";0;0;"Play";1,88639381400518;1,33265691223017;23;-0,422922268880204;-1,61267224869135;1,65139537689904;NA;"No";"SUD";-0,276551046904134
"72";73;"09:39:28";"SF6";"2022-01-31";226;226;17565;17565;17565;17565;31;1;2022;"Ele";"SUD";"EDO; ETO; HAI; HAV; IBR; PEM; POE; PUS";"Aggression";"";"";NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;"";"SM";NA;"NN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"PUS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Focal receiver";NA;NA;NA;"31/01/2022";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2023-02-09";"2022-06-29";"No";"NN";0;0;0;0;0;1;0;0;0;0;39252;39252;"SUD";26918;26918;"";"EDO";11;"Ele";"MERE; ETO; HAI; HAV; IBR; PEM; POE; PUS";"Aggression";"EDO";"F";"Avoidant";58;4,833333333;"";55;19;0,615384615384615;100;8;4;"2023-02-09";"2022-06-29";"No";43;31;1;2022;"MERE; OPA";"Yes";0;0;"Focal receiver";0,0789175123454443;-1,06006799836491;19;-1,03316627329182;0,282703753324596;-0,976248927756926;NA;"No";"SUD";-0,276551046904134
"73";74;"09:42:30";"SF3";"2022-03-07";119;119;7136;7136;7136;7136;7;3;2022;"Kim";"SUD";"KIG; BB KIN; RAJ; RAP";"Danger";"BB KIN fell during solitary play.";"";NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;"Jeu";"NN";NA;"Attrapefocal";"Lookfocal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"07/03/2022";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"No";"Attrape focal; Look focal";0;1;0;0;1;0;0;0;0;1;43222;43222;"SUD";11812;11812;"";"KIN";5;"Kim";"MERE; KIG; BB KIN; RAJ; RAP";"Danger";"KIN";"F";"2";9;0,75;"KIG";7;32,1666666666667;0,769230769230769;0;5;2;NA;NA;"No";219;7;3;2022;"NN";"No";0;0;"Play";-1,80714471547341;-1,59178464516381;32;0,950126741045939;0,91449575399658;-1,39114013375524;"KIG";"Yes";"SUD";-0,276551046904134
"74";75;"09:45:01";"SF3";"2023-01-11";1364;1364;107265;107265;107265;107265;11;1;2023;"Oscar";"SUD";"EDO; ETO; HAI; HAV; INI; KIG; BB KIN; KIN; PEM; POE; RAJ; RAP; UAP; URA; XYL; XIA; Inconnu";"Danger";"";"";NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;"Tombe de l'arbre";"PL";"";"Attrapefocal";"Lookfocal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;2518;2518;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"No";"Attrape focal; Look focal";0;1;0;0;1;0;0;0;0;1;125064;125064;"SUD";16618;16618;"";"KIN";13;"Oscar";"EDO; ETO; HAI; HAV; INI; KIG; BB KIN; KIN; PEM; POE; RAJ; RAP; UAP; URA; XYL; XIA; Inconnu";"Danger";"KIN";"F";"2";9;0,75;"KIG";17;33;0,833333333333333;0;18;10;NA;NA;"No";327;11;1;2023;"LUC; XYL";"No";0;0;"Fall from tree";-1,41421508467781;0,535081942031811;33;1,10268774214884;1,17774242094324;0,406721758904111;"KIG";"Yes";"SUD";-0,276551046904134
"75";76;"09:50:18";"SF2";"2022-12-31";108;108;6520;6520;6520;6520;31;12;2022;"Ele";"SUD";"ASA; AKI; AKU; AYA; IBR; INI; ISH; JAM; LIM; LIR; BB LUC; LUC; OFI; OPA; BB OPA; POE; PUS; RAJ; RAP; UAP; URA; XEL; BB XEL; XIA; XOR; XSO; Inconnu";"Aggression";"5m before 15m after; xel luc come defend aya";"";NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;"";"Fuite; SM";NA;"Lookfocal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;"Non-contact with movement";"INI";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Focal receiver";NA;NA;NA;"31/12/2022";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"No";"Look focal";0;1;0;0;0;0;0;0;0;0;119384;119384;"SUD";9810;9810;"";"ASA";17;"Ele";"MERE; AKI; AKU; AYA; IBR; INI; ISH; JAM; LIM; LIR; BB LUC; LUC; OFI; OPA; BB OPA; POE; PUS; RAJ; RAP; UAP; URA; XEL; BB XEL; XIA; XOR; XSO; Inconnu";"Aggression";"ASA";"F";"1";66;5,5;"AKI; AKU";69;24,9166666666667;0,416666666666667;73,2944877017481;27;11;NA;NA;"No";15;31;12;2022;"XEL";"No";0;0;"Focal receiver";0,629018995459276;0,800940265431264;25;-0,117800266674395;-0,533360914210045;1,65139537689904;"AKI";"Yes";"SUD";-0,276551046904134
"76";77;"09:50:41";"SF27";"2022-04-18";1155;1155;90808;90808;90808;90808;18;4;2022;"Kim";"SUD";"XYL; IBR; LIM; LIR; BB LUC; LUC; OFI; OPA; XEL; XIA; XOR; XSO";"Danger";"";"";NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;"Jeu";"Look mere; SM";NA;"Lookfocal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"18/04/2022";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"No";"Look focal";0;1;0;0;0;0;0;0;0;0;62196;62196;"SUD";117934;117934;"";"XYL";14;"Kim";"MERE; IBR; LIM; LIR; BB LUC; LUC; OFI; OPA; XEL; XIA; XOR; XSO";"Danger";"XYL";"F";"Secure";38;3,166666667;"XEL; XSO; XOR";38;16,25;0,692307692307692;100;12;5;NA;NA;"No";244;18;4;2022;"HAV; UAP; XYL";"No";0;0;"Play";-0,589062860007066;-0,794209674965455;16;-1,49084927660054;0,598599753660588;-0,423060653092511;NA;"No";"SUD";-0,276551046904134
"77";78;"09:52:37";"SF3";"2022-03-07";120;120;7149;7149;7149;7149;7;3;2022;"Kim";"SUD";"KIG; BB KIN; RAJ; RAP";"Danger";"";"";NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;"Jeu";"Approach mere; Look mere; PL";NA;"NN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"07/03/2022";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"No";"NN";0;0;0;0;0;1;0;0;0;0;43343;43343;"SUD";11825;11825;"";"KIN";5;"Kim";"MERE; KIG; BB KIN; RAJ; RAP";"Danger";"KIN";"F";"2";9;0,75;"KIG";7;32,1666666666667;0,769230769230769;0;5;2;NA;NA;"No";219;7;3;2022;"NN";"No";0;0;"Play";-1,80714471547341;-1,59178464516381;32;0,950126741045939;0,91449575399658;-1,39114013375524;"KIG";"Yes";"SUD";-0,276551046904134
