"";"X";"Time";"Focal";"Date";"X.7";"X.6";"X.5";"X.4";"X.3";"X.2.x";"Day.x";"Month.x";"Year.x";"Observer.x";"Group.x";"Party.composition.x";"Type_of_data.x";"NOTE";"Activity.x";"GRIMPE_TYPE";"PARTNER";"Joue.avec..";"PLAY";"FOOD_TYPE";"FOOD_SP";"CONTACT.MERE";"ACTIVITE.MERE";"Cluster.mere";"Type.de.nourriture.mere";"Observe.qui";"Activite.autre";"New.column";"Replication";"behaviour";"Success";"ROLE_TARGET";"PARTNER.1";"target.recoit.de.";"Target.agit.sur.";"Cluster";"TYPE";"Solicitation.mere";"Solicitation.autre";"Receveur";"Response.of.partner";"VOC.RECEVEUR.SOLICITATION";"ACTIVITE.AUTRE";"Vocalisation.AG";"X1m";"X5m";"DISTANCE.MERE";"TYPE.OF.DANGER";"Reaction.focal";"Partner";"Reaction.mother.1";"Reaction.mother.2";"Reaction.mother.3";"Reaction.mother.4";"Reaction.mother.5";"New.column.1";"Target.est..";"Comportement";"Vocalisation";"Partenaire";"Origine.de.vocalisation";"DEGREES";"Emetteur";"Receveur.voc";"Type.d.echantillon";"ID.echantillon";"Femelle.en.oestre";"Donneur";"Receveur.partage";"Type.de.partage";"Type.de.nourriture";"Copule.avec";"Intervention";"Symptomes";"Quantite";"Individus";"Blessures";"Aggression.";"Comportement.1";"Partner.AG";"Aggresseur";"Receveur.AG";"Group.activity";"Rencontre";"Etrangers";"Chasse";"Chasseur";"Observateur";"Donneur.1";"Attrapeur";"Proie";"Individus.chasses";"Partie.du.corps";"Qui.mange";"Rencontre.autre.espece";"Autre.espece";"Etat.de.l.autre.espece";"Interactions.autre.espece";"Interaction.acteur";"Individu.dans.l.interaction";"Patrouille";"Observations.indirecte";"New.column.2";"New.column.3";"Fin.de.donnee";"Type.de.point.GPS";"Femelle.en.oestre..fin.donnee.";"Food.manipulation";"FOOD_TYPE.1";"MO.interaction";"Aggression";"Visual.interaction";"context";"CLUSTER.MERE";"Date2";"X.1.x";"X.x";"PARTNER.3";"PARTNER.4";"SOLICITATION.1";"TYPE_PARTAGE";"ACTOR.PARTAGE";"RECEVEUR.PARTAGE";"PARTNER.6";"ACTOR";"Context";"Femelle.en.oestre.fin.de.donnee.";"Grimpe.porte";"ROLE.TARGET";"PARNTER.1";"Comportement.receveur";"Vocalisation.receveur.solicitation";"Partage";"Copulation";"Contact.avec.mere.1";"Activite.mere.1";"Comportement.receveur.1";"Ou.est.la.mere..1";"Commentaire";"NOTE.1";"Joue.avec";"ACTOR.VOC";"VOCALISATION";"PARTNER.AG";"response.of.partner";"Food.manipulation.1";"SOLICITATION";"Target.est";"RECEVEUR.AG";"Date.birth.new.baby.x";"Date.pregnancy.x";"Mother.pregnant.x";"Mother.reaction";"Approachfocal";"Lookfocal";"MotherSM";"MotherAB";"Grabfocal";"MotherNN";"Mother.ATorAW";"Mother.fuite";"Mother.GM";"approach.grab.offspring";"X.2.y";"X.y";"Group.y";"X.1.y";"X.x.1";"Activity.y";"Mother";"mean.party.size";"Observer.y";"Party.composition.y";"Type_of_data.y";"Matriline";"Sex";"attachment.type";"median_age";"Age.year";"Family";"Age.new";"Age.mother";"rank";"percentage.oestrus.yes";"party.size";"party.size.adult";"Date.birth.new.baby.y";"Date.pregnancy.y";"Mother.pregnant.y";"X.y.1";"Day.y";"Month.y";"Year.y";"Femelle.oestre";"mother.swelling";"days.pregnant";"months.pregnant";"danger.type";"Age.scale";"party.size.adult.scale";"Age.mother.round";"Age.mother.round.scale";"rank.scale";"party.size.scale";"Older.siblings";"presence.older.sibling";"Group";"months.pregnant.scale"
"131";132;"12:09:22";"EF21";"2022-08-26";929;929;68182;68182;68182;68182;26;8;2022;"Giuliana";"EST";"BB UJA; BB POL; ATH; CHA; COM; ERA; FAT; FLE; IND; ILA; IZA; IVO; KAR; PAD; PES; PLA; POS; RIC; UJA; WIL; YET; YOY; ZAM; Inconnu";"Aggression";"";"";NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;"";"GM";"";"Lookfocal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-contact with movement";"ILA; IZA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Focal receiver";NA;NA;NA;"26/08/2022";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2022-08-26";"2022-01-13";"Yes";"Look focal";0;1;0;0;0;0;0;0;0;0;17788;17788;"EST";88459;88459;"";"POL";20;"Giuliana";"BB UJA; BB POL; MERE; ATH; CHA; COM; ERA; FAT; FLE; IND; ILA; IZA; IVO; KAR; PAD; PES; PLA; POS; RIC; UJA; WIL; YET; YOY; ZAM; Inconnu";"Aggression";"POL";"F";"2";110;9,166666667;"PAD";110;30,5833333333333;1;0;25;16;"2022-08-26";"2022-01-13";"Yes";58;26;8;2022;"NN";"No";225;7;"Focal receiver";2,24003048172121;2,13023188242853;31;0,797565739943034;1,86218375500456;1,37480123956684;NA;"No";"EST";3,97158031248437
"132";133;"12:09:41";"EF21";"2022-08-26";930;930;68183;68183;68183;68183;26;8;2022;"Giuliana";"EST";"BB UJA; BB POL; ATH; CHA; COM; ERA; FAT; FLE; IND; ILA; IZA; IVO; KAR; PAD; PES; PLA; POS; RIC; UJA; WIL; YET; YOY; ZAM; Inconnu";"Aggression";"";"";NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;"";"NN";"";"Lookfocal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-contact without movement";"IND";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Focal receiver";NA;NA;NA;"26/08/2022";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2022-08-26";"2022-01-13";"Yes";"Look focal";0;1;0;0;0;0;0;0;0;0;17820;17820;"EST";88460;88460;"";"POL";20;"Giuliana";"BB UJA; BB POL; MERE; ATH; CHA; COM; ERA; FAT; FLE; IND; ILA; IZA; IVO; KAR; PAD; PES; PLA; POS; RIC; UJA; WIL; YET; YOY; ZAM; Inconnu";"Aggression";"POL";"F";"2";110;9,166666667;"PAD";110;30,5833333333333;1;0;25;16;"2022-08-26";"2022-01-13";"Yes";58;26;8;2022;"NN";"No";225;7;"Focal receiver";2,24003048172121;2,13023188242853;31;0,797565739943034;1,86218375500456;1,37480123956684;NA;"No";"EST";3,97158031248437
"133";134;"12:10:30";"SF27";"2022-02-01";1102;1102;88463;88463;88463;88463;1;2;2022;"Ele";"SUD";"RAJ; RAP; XEL; XIA; XYL; AKI; AKU; ASA; AYA; EDO; ETO; HAI; HAV; IBR; JAM; JUL; LIM; LIR; BB LUC; LUC; OFI; OPA; PEM; POE; PUS; SOL; XOR; XSO";"Danger";"";"";NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;"Jeu";"Approach mere; Look mere";NA;"Attrapefocal";"GM";"AWorAT";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"01/02/2022";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"No";"Attrape focal; GM; AW or AT";0;0;0;0;1;0;1;0;0;1;39638;39638;"SUD";115598;115598;"";"XYL";28;"Ele";"RAJ; RAP; XEL; XIA; MERE; AKI; AKU; ASA; AYA; EDO; ETO; HAI; HAV; IBR; JAM; JUL; LIM; LIR; BB LUC; LUC; OFI; OPA; PEM; POE; PUS; SOL; XOR; XSO";"Danger";"XYL";"F";"Secure";38;3,166666667;"XEL; XSO; XOR";36;16,0833333333333;0,692307692307692;0;28;13;NA;NA;"No";61;1;2;2022;"EDO; OPA";"No";0;0;"Play";-0,667648786166185;1,33265691223017;16;-1,49084927660054;0,598599753660588;1,78969244556515;NA;"No";"SUD";-0,276551046904134
"134";135;"12:19:01";"NM15";"2022-02-26";655;655;49966;49966;49966;49966;26;2;2022;"Ele";"NORD";"NAO; MYS; MAM; NIG; NAK; NAR; NOI; NEO; PAN; PEG; PRI; BAR; FAU; POR; FA1";"Aggression";"nak intervention copulating fau fa1; push";"";NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;"";"PL";"";"NN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"FAU";NA;NA;NA;NA;NA;NA;"Contact";"FAU";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Focal receiver";NA;NA;NA;"26/02/2022";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"No";"NN";0;0;0;0;0;1;0;0;0;0;28477;28477;"NORD";68057;68057;"";"NAO";14;"Ele";"MERE; MYS; MAM; NIG; NAK; NAR; NOI; NEO; PAN; PEG; PRI; BAR; FAU; POR; FA1";"Aggression";"NAO";"M";"Resistant";24,5;2,041666667;"NIG; NOI; NEO; NAR";22;18,5833333333333;0,4;100;15;9;NA;NA;"No";119;26;2;2022;"FA1";"No";0;0;"Focal receiver";-1,21775026928002;0,269223618632358;19;-1,03316627329182;-0,601805047616178;-0,00816944709420018;"NIG";"Yes";"NORD";-0,276551046904134
"135";136;"12:20:51";"EF21";"2022-12-16";936;936;68513;68513;68513;68513;16;12;2022;"Ele";"EST";"PAD; IND; ILA; IZA; PLA; POL; BB POL; UJA; BB UJA; ZAM";"Aggression";"20m before 3m after";"";NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;"";"Look mere; SM";"";"Approachfocal";"Lookfocal";"AB";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Unknown";"ZAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Focal receiver";NA;NA;NA;"16/12/2022";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2022-08-26";"2022-01-13";"No";"Approach focal; Look focal; AB";1;1;0;1;0;0;0;0;0;1;18970;18970;"EST";88788;88788;"";"POL";13;"Ele";"PAD; MERE; IND; ILA; IZA; PLA; POL; BB POL; UJA; BB UJA; ZAM";"Aggression";"POL";"F";"2";110;9,166666667;"PAD";114;30,9166666666667;1;60,5009216090209;10;5;"2022-08-26";"2022-01-13";"No";190;16;12;2022;"FAT; ZAM";"No";0;0;"Focal receiver";2,39720233403945;-0,794209674965455;31;0,797565739943034;1,86218375500456;-0,699654790424719;NA;"No";"EST";-0,276551046904134
"136";137;"12:22:33";"SM26";"2022-04-05";1082;1082;85858;85858;85858;85858;5;4;2022;"Oscar";"EST";"EDO; ETO; HAI; HAV; INI; KIG; BB KIN; KIN; LIM; LIR; BB LUC; LUC; OFI; OPA; PEM; POE; PUS; RAJ; RAP; UAP; URA; XEL; XIA; XOR; XSO; XYL";"Danger";"";"";NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;"Jeu";"Approach mere; Look mere";NA;"Attrapefocal";"Lookfocal";"AB";"SM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"05/04/2022";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2023-02-03";"2022-06-23";"No";"Attrape focal; Look focal; AB; SM";0;1;1;1;1;0;0;0;0;1;52635;52635;"SUD";111538;111538;"";"UAP";14;"Oscar";"EDO; ETO; HAI; HAV; INI; KIG; BB KIN; KIN; LIM; LIR; BB LUC; LUC; OFI; OPA; PEM; POE; PUS; RAJ; RAP; MERE; URA; XEL; XIA; XOR; XSO; XYL";"Danger";"UAP";"M";"Avoidant";40;3,333333333;"";40;21,25;0,461538461538462;0;26;11;"2023-02-03";"2022-06-23";"No";193;5;4;2022;"EDO; PEM";"No";0;0;"Play";-0,510476933847947;0,800940265431264;21;-0,728044271086014;-0,349088247347383;1,51309830823294;NA;"No";"EST";-0,276551046904134
"137";138;"12:27:55";"SF27";"2022-02-01";1104;1104;88479;88479;88479;88479;1;2;2022;"Ele";"SUD";"XEL; XIA; XYL; AKI; AKU; ASA; AYA; EDO; ETO; HAI; HAV; IBR; JAM; JUL; LIM; LIR; BB LUC; LUC; OFI; OPA; PEM; POE; PUS; RAJ; RAP; SOL; XOR; XSO";"Danger";"";"";NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;"Jeu";"Approach mere; AW or AT; SM";NA;"Attrapefocal";"Lookfocal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"01/02/2022";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"No";"Attrape focal; Look focal";0;1;0;0;1;0;0;0;0;1;39519;39519;"SUD";115614;115614;"";"XYL";28;"Ele";"XEL; XIA; MERE; AKI; AKU; ASA; AYA; EDO; ETO; HAI; HAV; IBR; JAM; JUL; LIM; LIR; BB LUC; LUC; OFI; OPA; PEM; POE; PUS; RAJ; RAP; SOL; XOR; XSO";"Danger";"XYL";"F";"Secure";38;3,166666667;"XEL; XSO; XOR";36;16,0833333333333;0,692307692307692;0;28;13;NA;NA;"No";61;1;2;2022;"EDO; OPA";"No";0;0;"Play";-0,667648786166185;1,33265691223017;16;-1,49084927660054;0,598599753660588;1,78969244556515;NA;"No";"SUD";-0,276551046904134
"138";139;"12:28:43";"EM5";"2022-08-12";210;210;17090;17090;17090;17090;12;8;2022;"Giuliana";"EST";"CHA; COM; PAD; PLA; POL; Inconnu";"Danger";"";"";NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;"Tombe de l'arbre";"Rencontre mere";"";"Attrapefocal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"12/08/2022";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"No";"Attrape focal";0;0;0;0;1;0;0;0;0;1;15236;15236;"EST";25605;25605;"";"CHA";7;"Giuliana";"MERE; COM; PAD; PLA; POL; Inconnu";"Danger";"CHA";"M";"Secure";37;3,083333333;"";40;37,5833333333333;0,833333333333333;0;6;3;NA;NA;"No";229;12;8;2022;"XYL";"No";0;0;"Fall from tree";-0,510476933847947;-1,32592632176436;38;1,86549274766337;1,17774242094324;-1,25284306508913;NA;"No";"EST";-0,276551046904134
"139";140;"12:31:01";"SF27";"2022-05-03";1191;1191;91990;91990;91990;91990;3;5;2022;"Kim";"SUD";"XYL; HAI; HAV; JAM; JUL; KIG; BB KIN; KIN; PUS; XEL; XIA; XOR; XSO";"Danger";"";"";NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;"Jeu";"Approach mere; PL";NA;"NN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"03/05/2022";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"No";"NN";0;0;0;0;0;1;0;0;0;0;70806;70806;"SUD";119112;119112;"";"XYL";15;"Kim";"MERE; HAI; HAV; JAM; JUL; KIG; BB KIN; KIN; PUS; XEL; XIA; XOR; XSO";"Danger";"XYL";"F";"Secure";38;3,166666667;"XEL; XSO; XOR";39;16,3333333333333;0,692307692307692;0;13;5;NA;NA;"No";245;3;5;2022;"UAP; XYL";"No";0;0;"Play";-0,549769896927507;-0,794209674965455;16;-1,49084927660054;0,598599753660588;-0,284763584426408;NA;"No";"SUD";-0,276551046904134
"140";141;"12:39:13";"SF2";"2022-12-24";87;87;5252;5252;5252;5252;24;12;2022;"Ele";"SUD";"ASA; AKI; AKU; AYA; EDO; BB EDO; ETO; LIM; LIR; BB LUC; LUC; OFI; OPA; BB OPA; Inconnu";"Danger";"5m before 8m after; aya chase eto";"";NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;"Jeu";"PL";NA;"NN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"24/12/2022";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"No";"NN";0;0;0;0;0;1;0;0;0;0;118118;118118;"SUD";8549;8549;"";"ASA";26;"Ele";"MERE; AKI; AKU; AYA; EDO; BB EDO; ETO; LIM; LIR; BB LUC; LUC; OFI; OPA; BB OPA; Inconnu";"Danger";"ASA";"F";"1";66;5,5;"AKI; AKU";69;24,9166666666667;0,416666666666667;61,4323013800821;15;7;NA;NA;"No";12;24;12;2022;"PEM; XYL";"No";0;0;"Play";0,629018995459276;-0,262493028166549;25;-0,117800266674395;-0,533360914210045;-0,00816944709420018;"AKI";"Yes";"SUD";-0,276551046904134
"141";142;"12:43:23";"NM15";"2022-02-14";646;646;49854;49854;49854;49854;14;2;2022;"Ele";"NORD";"NAO; NIG; NAK; NAR; NOI; NEO; PAN; PEG; PRI; SAR; BAR; FAU; NOU; POR; FA1";"Danger";"";"";NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;"Jeu";"Approach mere; Look mere";"";"Attrapefocal";"AB";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"14/02/2022";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"No";"Attrape focal; AB";0;0;0;1;1;0;0;0;0;1;27545;27545;"NORD";67946;67946;"";"NAO";8;"Ele";"MERE; NIG; NAK; NAR; NOI; NEO; PAN; PEG; PRI; SAR; BAR; FAU; NOU; POR; FA1";"Danger";"NAO";"M";"Resistant";24,5;2,041666667;"NIG; NOI; NEO; NAR";22;18,5833333333333;0,4;0;15;9;NA;NA;"No";134;14;2;2022;"MYS; FA1";"No";0;0;"Play";-1,21775026928002;0,269223618632358;19;-1,03316627329182;-0,601805047616178;-0,00816944709420018;"NIG";"Yes";"NORD";-0,276551046904134
"142";143;"12:45:01";"SF14";"2022-03-27";605;605;46694;46694;46694;46694;27;3;2022;"Ele";"SUD";"KIG; BB KIN; KIN; LIM; LIR; BB LUC; Inconnu";"Danger";"";"Jeu";NA;NA;NA;"Jeu solitaire";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;"Jeu";"SM";NA;"Lookfocal";"AB";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"27/03/2022";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"No";"Look focal; AB";0;1;0;1;0;0;0;0;0;0;47792;47792;"SUD";63908;63908;"Jeu";"LUC";11;"Ele";"MERE; KIG; BB KIN; KIN; LIM; LIR; BB LUC; Inconnu";"Danger";"LUC";"F";"2";101;8,416666667;"LIM; BB LUC";100;23,1666666666667;0,153846153846154;44,3834141087776;8;3;NA;NA;"No";112;27;3;2022;"EDO; OPA";"No";0;0;"Play";1,84710085092562;-1,32592632176436;23;-0,422922268880204;-1,61267224869135;-0,976248927756926;NA;"No";"SUD";-0,276551046904134
"143";144;"12:46:24";"SM4";"2022-08-11";162;162;12759;12759;12759;12759;11;8;2022;"Kim";"SUD";"IBR; LIM; LIR; BB LUC; OFI; OPA; XIA; XOR; XSO; XYL";"Danger";"Before danger; 3m away from mother.";"";NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;"Jeu";"PL";NA;"NN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"11/08/2022";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"No";"NN";0;0;0;0;0;1;0;0;0;0;98250;98250;"SUD";20164;20164;"";"LUC";10;"Kim";"MERE; IBR; LIM; LIR; BB LUC; OFI; OPA; XIA; XOR; XSO; XYL";"Danger";"LUC";"M";"2";14;1,166666667;"LIM; LIR";13;23,5833333333333;0,153846153846154;84,343220338983;11;4;NA;NA;"No";27;11;8;2022;"XYL";"No";0;0;"Play";-1,57138693699605;-1,06006799836491;24;-0,270361267777299;-1,61267224869135;-0,561357721758615;"LIM; LIR";"Yes";"SUD";-0,276551046904134
