"";"X";"Focal";"Date";"Age.new";"Age.scale";"contact.one.meter";"mean.party.size.scale";"Age.mother.round.scale";"rank.scale";"months.pregnant.scale";"total.scans";"Group";"Sex";"family.member";"Group.centered";"Sex.centered";"family.member.centered"
"19";19;"SM1";"2023-01-24";27;-1,05752770030138;0;-0,953716446059683;-0,287248141133275;-0,551971020902019;-0,296468713980032;1;"SUD";"M";"Yes";0,561818181818182;0,383636363636364;0,603636363636364
"20";20;"SM1";"2023-01-25";27;-1,05752770030138;14;1,46512961278734;-0,287248141133275;-0,551971020902019;-0,296468713980032;41;"SUD";"M";"Yes";0,561818181818182;0,383636363636364;0,603636363636364
"21";21;"SM1";"2023-02-02";28;-1,02228532056521;9;1,11958017580919;-0,287248141133275;-0,551971020902019;-0,296468713980032;42;"SUD";"M";"Yes";0,561818181818182;0,383636363636364;0,603636363636364
"22";22;"SM1";"2023-02-22";28;-1,02228532056521;16;0,255706583363828;-0,287248141133275;-0,551971020902019;-0,296468713980032;67;"SUD";"M";"Yes";0,561818181818182;0,383636363636364;0,603636363636364
"23";23;"SM1";"2023-03-15";29;-0,987042940829042;35;0,0829318648747551;-0,287248141133275;-0,551971020902019;-0,296468713980032;81;"SUD";"M";"Yes";0,561818181818182;0,383636363636364;0,603636363636364
"24";24;"SM1";"2023-03-21";29;-0,987042940829042;19;0,94680545732012;-0,287248141133275;-0,551971020902019;-0,296468713980032;49;"SUD";"M";"Yes";0,561818181818182;0,383636363636364;0,603636363636364
"25";25;"SF2";"2022-02-02";59;0,0702284512560783;5;-1,29926588303783;-0,422048889958618;-0,673211492109762;-0,296468713980032;58;"SUD";"F";"No";0,561818181818182;-0,616363636363636;-0,396363636363636
"26";26;"SF2";"2022-04-21";61;0,14071321072842;12;-0,262617572103391;-0,422048889958618;-0,673211492109762;-0,296468713980032;143;"SUD";"F";"No";0,561818181818182;-0,616363636363636;-0,396363636363636
"27";27;"SF2";"2022-04-22";61;0,14071321072842;11;0,774030738831047;-0,422048889958618;-0,673211492109762;-0,296468713980032;24;"SUD";"F";"No";0,561818181818182;-0,616363636363636;-0,396363636363636
"28";28;"SF2";"2022-05-10";62;0,17595559046459;0;1,98345376825456;-0,422048889958618;-0,673211492109762;-0,296468713980032;7;"SUD";"F";"No";0,561818181818182;-0,616363636363636;-0,396363636363636
"29";29;"SF2";"2022-06-06";63;0,211197970200761;2;-0,262617572103391;-0,422048889958618;-0,673211492109762;-0,296468713980032;24;"SUD";"F";"No";0,561818181818182;-0,616363636363636;-0,396363636363636
"30";30;"SF2";"2022-06-07";63;0,211197970200761;1;-1,29926588303783;-0,422048889958618;-0,673211492109762;-0,296468713980032;9;"SUD";"F";"No";0,561818181818182;-0,616363636363636;-0,396363636363636
"31";31;"SF2";"2022-07-02";64;0,246440349936932;5;-1,29926588303783;-0,422048889958618;-0,673211492109762;-0,296468713980032;22;"SUD";"F";"No";0,561818181818182;-0,616363636363636;-0,396363636363636
"32";32;"SF2";"2022-11-21";68;0,387409868881614;3;-1,29926588303783;-0,287248141133275;-0,551971020902019;-0,296468713980032;37;"SUD";"F";"No";0,561818181818182;-0,616363636363636;-0,396363636363636
"33";33;"SF2";"2022-12-24";69;0,422652248617785;3;2,50177792372178;-0,287248141133275;-0,551971020902019;-0,296468713980032;34;"SUD";"F";"No";0,561818181818182;-0,616363636363636;-0,396363636363636
"34";34;"SF2";"2022-12-26";69;0,422652248617785;12;0,94680545732012;-0,287248141133275;-0,551971020902019;-0,296468713980032;88;"SUD";"F";"No";0,561818181818182;-0,616363636363636;-0,396363636363636
"35";35;"SF2";"2022-12-28";69;0,422652248617785;0;-0,0898428536143179;-0,287248141133275;-0,551971020902019;-0,296468713980032;43;"SUD";"F";"No";0,561818181818182;-0,616363636363636;-0,396363636363636
"36";36;"SF2";"2022-12-29";69;0,422652248617785;12;2,3290032052327;-0,287248141133275;-0,236745795761888;-0,296468713980032;101;"SUD";"F";"No";0,561818181818182;-0,616363636363636;-0,396363636363636
"37";37;"SF2";"2022-12-30";69;0,422652248617785;2;2,3290032052327;-0,287248141133275;-0,551971020902019;-0,296468713980032;55;"SUD";"F";"No";0,561818181818182;-0,616363636363636;-0,396363636363636
"38";38;"SF2";"2022-12-31";69;0,422652248617785;12;0,94680545732012;-0,287248141133275;-0,551971020902019;-0,296468713980032;82;"SUD";"F";"No";0,561818181818182;-0,616363636363636;-0,396363636363636
"39";39;"SF2";"2023-01-12";70;0,457894628353956;10;1,11958017580919;-0,287248141133275;-0,867196246042154;-0,296468713980032;37;"SUD";"F";"No";0,561818181818182;-0,616363636363636;-0,396363636363636
"40";40;"SF2";"2023-02-02";71;0,493137008090126;1;2,15622848674363;-0,287248141133275;-0,551971020902019;-0,296468713980032;33;"SUD";"F";"No";0,561818181818182;-0,616363636363636;-0,396363636363636
